t,cmdty,market_name,district_name,variety,p_min,p_max,p_modal,date,price_info
2025-05-16,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-05-16,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-17,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-05-17,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-17,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-05-17,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-17,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-05-17,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-05-17,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,16000,20000,20000,2025-05-17,"Minimum Price: ₹16000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-18,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-05-18,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-05-18,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-05-18,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-18,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,14500,16000,16000,2025-05-18,"Minimum Price: ₹14500, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-05-18,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-05-18,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-18,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,17000,18000,18000,2025-05-18,"Minimum Price: ₹17000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-05-19,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-05-19,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-05-19,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,15000,16000,16000,2025-05-19,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-05-19,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-05-19,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-20,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,16000,17000,17000,2025-05-20,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-20,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,14000,46000,46000,2025-05-20,"Minimum Price: ₹14000, Maximum Price: ₹46000, Modal Price: ₹46000"
2025-05-20,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-05-20,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-05-20,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,16000,20000,20000,2025-05-20,"Minimum Price: ₹16000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-21,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-05-21,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-21,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,15000,16000,16000,2025-05-21,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-05-21,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-05-21,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-21,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-05-21,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-21,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,16000,17000,17000,2025-05-21,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-22,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-05-22,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-22,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,14000,16000,16000,2025-05-22,"Minimum Price: ₹14000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-05-22,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-05-22,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-22,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,16000,17000,17000,2025-05-22,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-22,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-05-22,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-23,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-05-23,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-23,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-05-23,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-23,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,15000,16000,16000,2025-05-23,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-05-23,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-05-23,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-24,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-05-24,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-24,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,16000,17000,17000,2025-05-24,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-24,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-05-24,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-24,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-05-24,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-24,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,14500,16000,16000,2025-05-24,"Minimum Price: ₹14500, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-05-25,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-05-25,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-25,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,14500,16000,16000,2025-05-25,"Minimum Price: ₹14500, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-05-25,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-05-25,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-25,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,16000,17000,17000,2025-05-25,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-25,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-05-25,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-05-26,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,16000,17000,17000,2025-05-26,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-26,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-05-26,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-26,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-05-26,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-26,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16500,18000,18000,2025-05-26,"Minimum Price: ₹16500, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-05-26,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-05-26,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-05-27,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,16000,17000,17000,2025-05-27,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-27,Chili Red,Katpadi (Uzhavar Sandhai ),Vellore,Bold,18000,18000,18000,2025-05-27,"Minimum Price: ₹18000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-05-27,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,16000,20000,20000,2025-05-27,"Minimum Price: ₹16000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-27,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-05-27,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-05-27,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-05-27,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-05-28,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-05-28,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-28,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-05-28,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-28,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,16000,17000,17000,2025-05-28,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-28,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-05-28,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-05-29,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-05-29,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-29,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-05-29,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-05-29,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-05-29,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-29,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-05-29,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-30,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,16000,17000,17000,2025-05-30,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-30,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-05-30,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-30,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-05-30,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-30,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-05-30,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-05-30,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-05-30,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-05-31,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-05-31,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-31,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-05-31,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-05-31,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-05-31,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-05-31,Chili Red,Kahithapattarai(Uzhavar Sandhai ),Vellore,Bold,15000,15000,15000,2025-05-31,"Minimum Price: ₹15000, Maximum Price: ₹15000, Modal Price: ₹15000"
2025-05-31,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,16000,17000,17000,2025-05-31,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-05-31,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-05-31,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-01,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-06-01,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-06-01,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16500,18000,18000,2025-06-01,"Minimum Price: ₹16500, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-01,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-06-01,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-01,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-06-01,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-01,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,16000,17000,17000,2025-06-01,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-01,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-06-01,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-02,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-06-02,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-02,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-06-02,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-02,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16500,18000,18000,2025-06-02,"Minimum Price: ₹16500, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-02,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-06-02,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-06-02,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-06-02,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-03,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-06-03,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-03,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-06-03,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-03,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-06-03,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-03,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-06-03,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-03,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-06-03,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-06-04,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-06-04,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-04,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-06-04,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-04,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-06-04,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-04,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-06-04,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-04,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-06-04,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-05,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-06-05,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-05,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-06-05,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-05,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-06-05,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-05,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-06-05,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-05,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-06-05,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-06,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-06-06,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-06,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-06-06,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-06,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-06-06,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-06,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-06-06,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-06,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-06-06,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-07,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-06-07,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-06-07,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-06-07,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-07,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16500,18000,18000,2025-06-07,"Minimum Price: ₹16500, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-07,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-06-07,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-07,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-06-07,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-08,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-06-08,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-08,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,16000,17000,17000,2025-06-08,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-08,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-06-08,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-08,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-06-08,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-08,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-06-08,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-08,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-06-08,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-09,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-06-09,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-06-09,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-06-09,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-09,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16500,18000,18000,2025-06-09,"Minimum Price: ₹16500, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-09,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-06-09,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-09,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-06-09,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-11,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-06-11,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-11,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-06-11,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-11,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-06-11,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-11,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-06-11,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-11,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-06-11,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-12,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-06-12,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-12,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-06-12,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-12,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-06-12,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-12,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-06-12,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-12,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-06-12,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-13,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-06-13,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-13,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-06-13,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-13,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-06-13,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-13,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-06-13,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-13,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-06-13,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-14,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-06-14,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-14,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-06-14,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-14,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-06-14,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-14,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-06-14,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-14,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-06-14,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-15,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-06-15,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-15,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,16000,17000,17000,2025-06-15,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-15,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-06-15,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-15,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-06-15,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
